screen_id,legacy_state_no,title,section,kind,subtitle,cta,secondary,route_or_overlay,event,endpoint,authority,visual_status,approved_visual_refs,offline_behavior,retry_policy,idempotency_required,implementation_status,design_status,nav
DB-ACCOUNT-019,133,Notification preferences,"History, account & disputes",settings,Control push alerts without disabling critical money updates.,Save,,/profile/notification-preferences,preferences.notifications,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-020,134,Saved bank accounts,"History, account & disputes",list,Verified withdrawal destinations.,Add bank account,,/profile/saved-bank-accounts,banks.loaded,GET /bank-accounts,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-12 | VIS-08,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-001,135,Safer play,"Safer play, support & system",settings,"Review limits, activity controls and support resources.",,,/profile/settings/safer-play,safer_play.loaded,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-08 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-002,136,Deposit limits,"Safer play, support & system",amount,"Set a daily, weekly or monthly deposit ceiling.",Review limit,Cancel,/profile/settings/deposit-limits,limit.deposit,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04 | VIS-08 | VIS-12,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-003,137,Stake limits,"Safer play, support & system",amount,Set the maximum amount you can stake per period.,Review limit,Cancel,/profile/settings/stake-limits,limit.stake,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-08 | VIS-12,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-004,138,Take a break,"Safer play, support & system",list,Pause money play for a fixed cooling-off period.,Continue,Cancel,/profile/settings/take-a-break,timeout.start,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-005,139,Self-exclusion,"Safer play, support & system",form,Block real-money access for the selected exclusion period.,Review exclusion,Cancel,/profile/settings/self-exclusion,exclusion.start,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-006,140,Limit confirmed,"Safer play, support & system",success,The safer-play control is active and cannot be loosened immediately.,Done,,/profile/settings/limit-confirmed,limit.confirmed,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-14,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-007,141,Help centre,"Safer play, support & system",list,"Find answers about matches, money, identity and account access.",Contact support,,/profile/settings/help-centre,help.loaded,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-008,142,Support category,"Safer play, support & system",list,Choose a topic so we route your request correctly.,Continue,Back,/profile/settings/support-category,support.category,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-009,143,Create support ticket,"Safer play, support & system",form,Describe the issue and attach relevant references.,Submit ticket,Save draft,/profile/settings/create-support-ticket,support.submit,POST /support/tickets,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-010,144,Ticket submitted,"Safer play, support & system",success,Your support reference has been created.,View ticket,Done,/profile/settings/ticket-submitted,support.created,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-011,145,Terms & conditions,"Safer play, support & system",legal,Versioned terms governing account and game use.,Done,,/profile/settings/terms-conditions,legal.terms,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-012,146,Privacy notice,"Safer play, support & system",legal,"How identity, device, game and payment data are handled.",Done,,/profile/settings/privacy-notice,legal.privacy,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-013,147,Responsible gaming,"Safer play, support & system",legal,"Tools, warning signs and independent support resources.",Open safer play,Done,/profile/settings/responsible-gaming,legal.safer_play,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-014,148,About Draught Bet,"Safer play, support & system",detail,"App version, licences, policies and service status.",Check for updates,,/profile/settings/about-draught-bet,about.open,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-SYSTEM-015,149,Session expired,"Safer play, support & system",system,Sign in again to protect your account.,Sign in,,/profile/settings/session-expired,session.expired,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-016,150,Account restricted,"Safer play, support & system",system,Money play is disabled while this account is reviewed.,View details,Contact support,/profile/settings/account-restricted,account.restricted,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-017,151,Scheduled maintenance,"Safer play, support & system",system,Draught Bet is temporarily unavailable. No funds are at risk.,Try again,,/profile/settings/scheduled-maintenance,maintenance.active,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-018,152,No internet,"Safer play, support & system",system,Check your connection. Money actions remain disabled offline.,Retry,,/profile/settings/no-internet,network.offline,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-019,153,Update required,"Safer play, support & system",system,Install the latest secure version to continue.,Update app,,/profile/settings/update-required,app.force_update,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-020,154,Something went wrong,"Safer play, support & system",system,The request failed safely. No duplicate action was submitted.,Try again,Contact support,/profile/settings/something-went-wrong,error.generic,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-021,155,Camera permission,"Safer play, support & system",permission,Camera access is required for document and selfie verification.,Open settings,Not now,overlay:camera-permission,permission.camera,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-022,156,Notification permission,"Safer play, support & system",permission,Enable alerts for match turns and money status changes.,Enable notifications,Not now,overlay:notification-permission,permission.notifications,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-023,157,Sign out,"Safer play, support & system",modal,You will need to sign in again on this device.,Sign out,Cancel,overlay:sign-out,auth.logout,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-024,158,Delete account,"Safer play, support & system",system,"Review unresolved balances, disputes and retention requirements.",Continue,Cancel,/profile/settings/delete-account,account.delete.start,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-09,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-025,159,Verify account deletion,"Safer play, support & system",otp,Enter the code sent to your verified contact.,Verify deletion,Cancel,/profile/settings/verify-account-deletion,account.delete.verify,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-01,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
DB-SYSTEM-026,160,Deletion scheduled,"Safer play, support & system",success,Access is disabled and deletion follows the retention policy.,Close,,/profile/settings/deletion-scheduled,account.delete.scheduled,,CLIENT_PRESENTATION,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-08 | VIS-09 | VIS-10,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,
